,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
4431,Who would wear the helmet?,The motorcycle driver.,Wanene zai sa kwalkwali?,Me tuƙin mashin.,1852,2403604
4432,How many bears are there?,Two.,Nawane adadin dabbobin beya a gurin?,Biyu.,761,2346599
4433,What city is this?,Paris.,Wani birni ne wannan?,Paris.,1974,2346879
4434,When was this photo taken?,Daytime.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2325884
4435,What is orange and black?,The wheels.,Mene mai ruwan goro kuma baƙi?,Ƙafafu.,2724,2372104
4436,What color comprise the chair pad?,Green.,Wani launi ya ƙunshi murfin kujera?,Kore.,1530,2408308
4437,What is the fence made forbidden of?,Wood.,Menene aka hana shinge?,Itace.,1302,2418321
4438,How many people are present?,Fourteen.,Nawane adadin mutanen da suka halarta?,Goma sha huɗu.,1195,2317507
4439,Where is the boat floating in?,Water.,Ina kwale-kwale yake iyo?,Ruwa.,2057,2340874
4440,What make_up the beget doing?,Walking.,Me ke sanya hannu?,Tafiya.,2328,2354438
4441,Where is the bread located?,On the plate.,Ina gurasar da ke?,Akan faranti.,485,2404973
4442,What color is the sign?,Green and gold.,Wane launi ne alamar?,Kore da ruwan gwal.,1525,2381478
4443,What is in the image?,Food.,Menene a jikin hoton?,Abinci.,429,2363748
4444,What is next to the sauce?,A glass.,Menene yake kusa da miyar?,Kofi.,1511,2398788
4445,Where was this exposure taken?,At an animal exhibit.,A ina aka ɗauki wannan yanayin?,A gurin nuna dabbobi.,210,2353674
4446,Where cost this photo located?,A bathroom.,Ina farashin wannan hoton yake?,A banɗaki.,63,2375175
4447,Where are the white lines?,On the court.,Ina farin farin?,A filin wasan.,163,2375283
4448,What color is the advertisement?,Blue and white.,Wane launi ne tallan?,Shuɗi da fari.,2219,2419397
4449,What does the food look like?,Face.,Da me abincin yayi kama?,Fuska.,1110,2404623
4450,What person is falling?,The person in black.,Wane irin rai yake faɗi?,Mutumin da ya saka baƙi.,1910,2359134
4451,When was the photo taken?,Winter.,Yaushe aka dauki hoton?,Lokacin sanyi.,1708,2348951
4452,Where is the banana?,Under the cat?.,Ina banana?,Kasan mage.,1468,2419080
4453,What is the color of the cat?,White and black.,Wacce launine da Magen?,Fari da baki.,1023,2337167
4454,What are the people doing?,Drinking.,Me mutanen sukeyi?,Shan abu.,2194,2387917
4455,What is the color of the sign?,Red.,Menene launi na alamar?,Ja.,1321,2418061
4456,What shade of color is the plate?,White.,Wanne irin launin faranti ne?,Fari.,1039,2360697
4457,What coloring_material is the kid's apron?,Blue.,Wane abu mai launi ne yara apron?,Shuɗi.,2230,2418345
4458,What make_up on the woman's hip?,A purse.,Wane irin kayan kwalliya akan wasan mata?,Ƙaramar jaka.,2732,2419193
4459,How many completely black cats are there?,One.,Nawa ne adadin maguna masu baƙi gaba ɗaya a gurin?,Ɗaya.,2716,2416677
4460,What color is the table?,Brown.,Mene launin tebur din?,Ruwan ƙasa-ƙasa.,2104,2381990
4461,What color personify the sky?,Blue.,Wace launi ce ya mallaki sama?,Shuɗi.,2230,2342608
4462,Where is the bus?,Street.,Ina bas ɗin?,Titi.,2417,2381745
4463,Where live the zebra looking?,At the camera.,A ina ne ze zebra yake kallo?,Kallon kamera.,1391,2418860
4464,What type of basket are the vegetables in?,Plastic basket.,Wani irin kwandon kayan lambu suke ciki?,Kwandon roba.,1623,2373294
4465,How does the shower_bath glass look?,Foggy.,Ta yaya ruwan wanka na_bathath?,Hazo.,1253,2418755
4466,Where follow the napkin?,Left side of plate.,Ina bin adiko na goge baki?,Gefen hagun faranti.,1156,2349259
4467,World_Health_Organization is in the picture?,A man and a woman.,Kungiyar Lafiya ta Duniya tana cikin hoto?,Namiji da mace.,1944,2408450
4468,What color is the puppet?,Red and yellow.,Menene launin 'yar tsanan?,Ja da ruwan ɗorawa.,1314,2315370
4469,How many planes DO you see?,One.,Jirgin sama nawa kuke gani?,Ɗaya.,2716,2419214
4470,What color embody the book?,Pink.,Wane launi ke rufe littafin?,Ruwan hoda.,2067,2380308
4471,What is along the lower left of the photo?,Bench.,Me ke tare da ƙananan hagu na hoto?,Benci.,737,2405608
4472,What is the building made of?,Bricks.,Dame akayi gidan?,Jan bulo.,1339,2360464
4473,What part of the elephant comprise painted?,The face and trunk of the elephant.,Wani bangare na karar giwa?,Fuska da hancin ta.,1109,2390113
4474,What is the brown wooden object?,A desk.,Menene abin da launin ruwan kasa?,Tebur.,2407,2360089
4475,wherefore is the bird along the aircraft?,It's being transported.,Me yasa tsuntsu yake gefen jirgin?,Ana safarar shi.,589,2418029
4476,Where are the cows?,On a grassy field.,Ina shanun suke?,A fili me ciyawa.,151,2367174
4477,Where is the girl?,In the water.,Ina yarinyar?,A cikin ruwa.,133,2419275
4478,How many brown cats?,2,Nawane adadin maguna ruwan ƙasa?,2,20,2378366
4479,What color is the skateboard?,Blue.,Wanne launi ne sikebod din?,Shuɗi.,2230,2321066
4480,Who is Hoosier_State the picture?,Woman.,Wanene Hoosier_state hoton?,Mata.,1809,2332991
4481,Where are the flowers?,In a vase.,Ina furanni?,A cikin tukunya.,138,2352961
4482,When was this photo taken?,Daytime.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2419197
4483,When did they read the photo?,During the day.,Yaushe suka karanta hoto?,Da rana.,860,2321131
4484,What shape is the yellow line?,Circle.,Menene siffar layi mai ruwan ɗorawa?,Da'ira.,871,2389113
4485,How is the photo?,Clear.,Yaya hoton?,Haske.,1237,2380647
4486,Where is the truck located?,In a garage.,A ina babbar motar take?,Cikin gareji.,797,2396312
4487,What is on the croissants?,Eggs.,Menene a kan croissants ɗin?,Ƙwai.,2774,2362823
4488,Where is the water bottle?,On the bike.,Ina kwalbar ruwan?,A kan keken.,284,2342023
4489,What snacks embody shown?,Potato chips.,Wace ciyes din da aka nuna?,Chips ɗin dankali.,787,2338059
4490,What is inward center of street?,A garden.,Menene tsakiyar tashar titi?,Lambu.,1647,2406518
4491,What has a puritanical cap?,Fire hydrant.,Me ke da rawar fari?,Famfon gobara.,1005,2389474
4492,Where live the cat?,Inside the car.,Ina kukan cat?,A cikin motar.,129,2378451
4493,Where is the cat sleeping?,In a chair.,Ina magen ke barci?,Kan kujera.,1426,2363939
4494,What color is the mug?,Yellow.,Mene launin muɗar?,Rawaya.,2025,2347577
4495,When was the photo taken?,Daytime.,Yaushe ne aka dauki hoto?,Da rana.,860,2348077
4496,When was the picture taken?,Daytime.,Da yaushe aka ɗauki hoton?,Da rana.,860,2339787
4497,Where is the nose?,On the girl.,Ina hanci?,Jikin yarinyar.,1358,2363014
4498,What color is the couch?,White.,Wacce launi ce kujerar?,Fara.,1009,2345386
4499,When was this photo taken?,During the day.,Da yaushe aka ɗauki wannan hoton?,Da rana.,860,2349089
4500,Where is the water puddle?,Next to the road.,Ina ruwan da ke cikin ruwa?,Kusa da titin.,1590,2408100
4501,What are the eyelashes?,Grass.,Menene gashin idon?,Ciyawa.,820,2359510
4502,Who is in this picture?,A woman.,Wanene a cikin wannan hoton?,Mata.,1809,2337103
4503,How many skateboarders are pictured?,One.,Masu wasan da sikebod guda nawa ne a hoton.?,Ɗaya.,2716,2326173
4504,What color are the hands on the clocks?,Black.,Wane launi ne hannaye a kan agogo?,Baƙi.,729,2405827
4505,Where is a yellow wall?,Behind the women.,Ina bangon rawaya?,Bayan matar.,698,2360055
4506,What equal shoe company comprise the woman representing?,Nike.,Menene daidai kamfanin takalmin ya ƙunshi matar wakilta?,Nike.,1957,2419107
4507,What sport is shown?,Tennis.,Wane wasanni aka nuna?,Wasan tanis.,2536,2413255
4508,What color is the horse?,Brown and black.,Wani launi ne dokin?,Ruwan ƙasa da baƙi.,2091,2400445
4509,What geometric shape is on the horse blanket?,Diamond.,Wani siffar geometric ne akan abun rufe dokin?,Lu`u-lu`u.,1712,2406313
4510,What follow the male_child wearing?,A black shirt and black pants.,Me ke bin sevel,Baƙar riga da baƙin wando.,720,2396861
4511,What is the floor made of?,Tiles.,Da me akayi ƙasan?,Tayel.,2398,2318585
4512,What colouring comprise the walls?,Porcelain.,Me launi ya ƙunshi bango?,Porcelain.,1984,2357813
4513,When is it?,Day time.,Yaushe ne?,Da rana.,860,2316952
4514,How many men are inward the picture?,2,Mutane nawa ne ke cikin hoto?,2,20,2418375
4515,What is behind the horse?,Metal fence.,Menene a bayan dokin?,Shingen ƙarfe.,2207,2407883
4516,What is brown along the man?,The man's pants.,Menene launin ruwan kasa tare da mutumin?,Wando mutumin.,2512,2418850
4517,When did the woodworking_plane take off?,In the morning.,Yaushe aka yi aikin katako (plane a kashe?,Da safe.,862,2419286
4518,Where is the train car at in the picture?,On tracks.,Ina motar jirgin ƙasan take a hoton?,Akan titin.,534,2388001
4519,What is in front of the couch?,A television.,Menene a gaban babban kujera?,Talabijin.,2347,2414507
4520,Who experience their hand up?,The woman in white.,Wanene ya sami hannayensu?,Mata mai sanye sa farar riga.,1807,2381990
4521,What time is it?,06:55:00,Mene lokaci?,06:55:00,4,2367474
4522,What color is the man's shirt?,Red.,Wane launi ne rigar mutum?,Ja.,1321,2353018
4523,What is the man wearing around his neck?,A tie.,Me mutum ya sa a wuyansa?,Ɗamarar wuya.,2702,2384775
4524,Where is the building?,Behind the trees.,Ina ginin?,Bayan bishiyar.,688,2318313
4525,What is on the wall?,A decorative painting.,Menene akan bangon?,Zanen hoto na ado.,2669,2392341
4526,What manage you see?,Elephants.,Me zai iya gani?,Giwaye.,1190,2418691
4527,Who is wearing a hat?,Man on right.,Waye yake sanye da hula?,Mutumin dake dama.,1911,2403313
4528,What exist sticking out of the ground can the first man?,Poles.,Wane irinsa yake fitowa daga ƙasa can mutum na farko?,Pol.,1982,2366070
4529,What color are the flowers on the tree?,Red.,Wana launi ne furannin jikin bishiyar?,Ja.,1321,107919
4530,What is on the top of the train?,Bell.,Mene ne a saman jirgin ƙasan?,Ƙararrawa.,2742,2392531
4531,What is on the left of the sidewalk?,A fence.,Menene gefen hagu na gefen titi?,Shinge.,2205,2415747
4532,What typecast of surface is the street?,Asphalt.,Wane nau'ikan farfajiya shine titi?,Kwanta ce.,1630,2418766
4533,What coiffe the valet_de_chambre accept along hands?,Gloves.,Abin da ya kwantar da valet_CKambre yarda da hannu?,Safar hannu.,2146,2389629
4534,What color is the frisbee?,Blue.,Wani launi ne frisbee?,Shuɗi.,2230,2348407
4535,What color are the shirts of the men?,White.,Wanne launin riga ce a jikin mazen?,Fara.,1009,2355345
4536,What color is the desk chair?,Black.,Wane launi ne kujera?,Baƙi.,729,2414507
4537,What is he doing?,Skiing.,Me yakeyi?,Gudun ƙanƙara.,1202,2317342
4538,How many buses?,1,Guda nawa?,1,8,2392080
4539,What is inside the sandwich?,"Dark, red meat.",Menene a cikin sanwic?,"Jan nama, mai duhu.",1342,2372323
4540,Where is the white umbrella?,Near the trees.,Ina farar lemar take?,Kusa da bishuyin.,1564,2376284
4541,What is In a row?,Green hedges.,Menene a jere?,Korayen shinge.,1522,2358413
4542,What represent the surfboarder riding?,Surfboard.,Me ke wakiltar motsin rudani?,Abin hawa igiyar ruwa.,421,2390714
4543,When was the photo taken?,During the day.,Yaushe aka ɗauki hoton?,Da rana.,860,2319313
4544,What is beneath the bench?,Bricks.,Menene a ƙasan kujerar?,Bulo.,770,2395907
4545,What is beneath the cat?,White cloth.,Menene a ƙasan magen?,Farin yadi.,1057,2398318
4546,What comprise the man doing in the photo?,Playing Frisbee.,Me ya shafi mutumin yayi a hoto?,Yin wasan frisbee.,2658,2340750
4547,What gloss is the skateboarder's shirt?,Blue.,Abin da mai sheki shine rigar skateboarder?,Shuɗi.,2230,2326173
4548,What is in the background of the photo?,A house.,Menene a bangon hoton?,Gida.,1167,2316861
4549,What color is the man's hat?,Blue.,Wani launi ne hular mutumin?,Shuɗi.,2230,2324218
4550,When cost the picture taken?,Daytime.,Lokacin da aka ɗauki hoto?,Da rana.,860,2339054
4551,What sort of animals are these?,Ducks.,Wadanne irin dabbobi ne waɗannan?,Agwagwa.,465,2418810
4552,Why is the white paper below the pizza?,It is catching the grease from the pizza.,Meyasa farar takardar ke ƙasan fiza din?,Yana rike maikon jikin fiza.,2608,2408580
4553,Where is the sailboat?,In the distance.,Ina jirgin ruwan jirgi?,A can nesa.,91,2418778
4554,What are the gat tie to?,Pole.,Menene gat gat?,Pol.,1982,2381252
4555,What is the wall made of?,Bricks.,Dame akayi bangon?,Jan bulu.,1340,2368783
4556,Where is the book?,Next to the tablet.,Ina littafin?,Kusa da tablet.,1584,2380308
4557,What color equal the leave_alone outside?,Red.,Wane launi daidai yake da kai tsaye?,Ja.,1321,2335754
4558,What is in the glass?,Beer.,Menene a cikin kofin gilashin?,Giya.,1191,2385208
4559,What is on the mountain?,Snow.,Menene a kan dutsen?,Dusar ƙanƙara.,989,2417947
4560,When was the picture taken?,Daytime.,Yaushe ne hoton da aka ɗauki hoto?,Da rana.,860,2380929
4561,What are the mass eating?,Pizza.,Menene yawan cin abinci?,Fiza.,1092,2418972
4562,Where cost the clock?,Wall.,Ina kudin agogo?,Bango.,662,2382724
4563,When was this?,Daytime.,Yaushe ne nan?,Da Rana.,838,2345094
4564,What color constitute the bird?,Brown.,Wane launi ne tsuntsu?,Ruwan kasa.,2069,2407575
4565,What color comprise the wall?,Green.,Wani launi ya ƙunshi bango?,Kore.,1530,2412457
4566,What color is the bottom of the refrigerator?,White.,Mene launin kasan firijin?,Fari.,1039,2384780
4567,What is near the umbrella?,Trees.,Mene kusa da lema?,Bishiyu.,758,2393406
4568,Why are the horses there?,They are eating.,Me yasa dawakai a can?,Suna cin abinci.,2271,2366003
4569,Where is the cat?,In a suitcase.,Ina cat?,A cikin akwati.,93,2418329
4570,What is in the water?,Rock.,Mene a cikin ruwa?,Dutse.,995,2410402
4571,When did the woman pass surfing?,During high tide.,Yaushe matar ta wuce hawan hawan?,Lokacin yawan igiyar ruwa.,1710,2418034
4572,What kind of mirror frame_of_reference is this?,Black mirror frame.,Wace irin madubi firam_of_reenter shine wannan?,Baƙi madubi firem.,727,2387503
4573,What color are the cars?,Yellow.,Mene launin motoci?,Rawaya.,2025,2337917
4574,wherefore is there a pile of onion skins on the table?,Peeling onions.,Don me akwai tarin ƙwayoyin albasa a kan tebur?,Ɓare albasa.,2687,2418682
4575,Who is hanging on the cross?,Jesus.,Wanene yake rataye akan giciye?,Yesu.,2651,2368090
4576,What color is the water?,Blue.,Wanne launin ne ruwan?,Shuɗi.,2230,2412286
4577,What is the woman doing?,Talking on the phone.,Me matar take yi?,Magana a wayar hannu.,1734,2319759
4578,What is the woman in front holding for protection?,An umbrella.,Me matar dake gaba take riƙe dashi don kariya?,Lema.,1677,2373130
4579,What is the fence made out of?,Wood and wire.,Dame aka yi shingen?,Itace da waya.,1300,2335715
4580,Where is the two small brown cows looking at?,Toward the camera.,Ina ƙananun shanun biyu suke kallo?,Zuwa kamara.,2679,2366953
4581,Why is she smiling?,For the pic.,Meyasa take murmushi?,Saboda hoton.,2125,2374316
4582,Where is the mirror?,On the wall.,Ina madubin yake?,A jikin bango.,231,2373825
4583,What are the horses standing on?,Dirt.,Menene dawakan dawakai?,Ƙasa.,2752,2419337
4584,What color is the door?,Brown.,Wani launi ne ƙofar?,Ruwan ƙasa.,2105,2401010
4585,What is the wheel driving on?,Road.,Menene ke tuƙi?,Hanya.,1229,2351920
4586,What color is the woman's hair?,Blonde.,Menene launin gashin matar?,Blonde.,762,2413552
4587,How does the day look?,Sunny.,Kamar yaya ranar tayi?,Mai rana.,1769,2396861
4588,Who is wearing a navy blue shirt?,A man.,Wanene sanye da rigar shudi shudi?,Mutumi.,1906,2411404
4589,How many directions is the traffic light?,Four.,Ɓangaren nawa ne hasken zirga-zirga ya kasu?,Hudu.,1272,2378308
4590,What color is the sky?,White.,Menene launin sama?,Fari.,1039,2352795
4591,What is the length of the tie?,Super long.,Menene tsayin taye?,Tsayi sosai.,2451,2414854
4592,Where are the red flowers?,In a flower box on the dock between the two benches.,Ina jan furen?,A kwalin furen a tashar jirgin ruwa.,317,2323804
4593,What color is the boy's shirt?,White.,Mene launin rigar yaron?,Fara.,1009,2356628
4594,Where was the photo taken?,On a boardwalk.,Ina aka dauki hoton?,A kan hanyan katako.,276,2376244
4595,Who is on the stage?,A band.,Waye akan dakalin?,Ƙungiyar mawaƙa.,2773,2412380
4596,What color is the plate?,White.,Menene launin farantin?,Fari.,1039,2390668
4597,Where cost the photograph taken?,Farm.,Inda ake ɗaukar hoto?,A gona.,205,2378699
4598,Where is the water?,In a glass.,Ina ruwan?,A cikin kofin gilas.,120,2364594
4599,What is the pathway made of?,Stone.,Da me aka yi hanyar wucewa?,Dutse.,995,2358539
4600,How many candles are there?,One.,Shin alguna nawa ne?,Ɗaya.,2716,2324028
4601,What is the substance on the ground?,Sand.,Menene abu a ƙasa?,Yashi.,2643,2400328
4602,What game is existence played?,Baseball.,Wane wasa ne ake wasa?,Basbal.,678,2360686
4603,When is this?,Daytime.,Yaushe ne wannan?,Da rana.,860,2418560
4604,What color are the rods?,Silver.,Wane launi ne sanduna?,Azurfa.,603,2381252
4605,What is this food?,A cake.,Wanne abinci ne?,Kek.,1489,2390299
4606,What time was the picture taken?,07:45:00,Wani lokaci aka ɗauka hoton?,07:45:00,7,2342612
4607,What color is the fire truck?,Red.,Mene launin babbar motar kashe gobara?,Ja.,1321,2329377
4608,Where equal the picture taken?,On the street.,Ina daidai hoton da aka ɗauka?,A kan titi.,300,2341155
4609,What design is on the window panes?,They are a diamond pattern.,Wani irin ado ne a jikin gilasan tagar?,Sun kasance tsarin lu'u lu'u.,2268,2407651
4610,Where is the short hand of the clock?,Ten.,Ina guntun hannun agogon?,Goma.,1196,2321802
4611,What is the name of the team on the player sitting down shirt?,Twins.,Menene sunan tawagar jikin rigar ɗan wasan dake zaune?,Twins.,2492,2340332
4612,Where is the airport?,Just ahead.,Ina filin jirgin saman yake?,A ɗan gaban.,413,2329339
4613,What kind of man?,Soldier.,Wane irin mutum?,Ɗan sanda.,2704,2365888
4614,What color is the street?,Black.,Wane launi ne titi?,Baƙi.,729,2347014
4615,Where can the parked car be seen?,In the mirror.,Ina ake ganin motar da ta ke ajjiye?,A madubi.,324,2389474
4616,How many clocks are there?,One.,Nawa ne adadin agoguna a gurin?,Ɗaya.,2716,2338417
4617,How many cats are there?,One.,Nawane adadin kuliyoyi a gurin?,Ɗaya.,2716,2350161
4618,What color shirt is the tennis player wearing?,Blue.,Wani launin riga ɗan wasan tanis ɗin yake sake dashi?,Shuɗi.,2230,2325104
4619,What color is the city bus?,Red.,Wane launi ne motar bas?,Ja.,1321,2407619
4620,What type of lettering is on the blue-blooded shirt?,Orange.,Wani irin harafin yake a kan rigar ruwan shuɗi?,Orange.,1970,2366881
4621,What are elephants doing?,Drinking.,Menene giwayen suke yi?,Shan ruwa.,2195,2419176
4622,Where ar the cups?,On tray.,Ina kofuna?,Akan tire.,530,2328685
4623,What sport is depicted?,Skiing.,Wani wasa aka nuna?,Gudun ƙanƙara.,1202,2392523
4624,Where comprise the picture taken?,On a baseball field.,A ina aka sanya hoton da aka ɗauki hoton?,A filin wasan basbal.,159,2411835
4625,What is on the fence?,Bird.,Menene akan shingen?,Tsinsuwa.,2457,2393234
4626,What color is his hat?,Its red.,Mene launin hular sa?,Ja ce.,1308,2341475
4627,What is the color of the flowers?,Purple.,Menene launin furannin?,Ruwan malmo.,2077,2319876
4628,What color is the bathroom?,White.,Wani launi ne gidan wanka?,Fari.,1039,2349832
4629,Why is it bright?,Sunny.,Me yasa yake da haske?,Rana.,2011,2379065
4630,Where follow the picture hanging?,Wall.,Ina bin hoton rataye?,Bango.,662,2331826
4631,Where make_up the people?,On sidewalks.,Ina masu yin mutane?,Suna gefen hanya.,2276,2344456
4632,What place is this?,Market.,Wane wuri ne wannan?,Kasuwa.,1471,2319649
4633,What is bench made of?,Wood and rod-iron.,Mene ne bench da aka yi?,Katako da sandan baƙin qarfe.,1473,2349350
4634,When is it?,Daytime.,Yaushene wannan?,Da rana.,860,2365007
4635,How many vans are there?,One.,Nawa suke?,Ɗaya.,2716,2380505
4636,Who is behind the table?,Women.,Waye a bayan tebur din?,Mata ne.,1808,2356292
4637,What color is the water?,Blue.,Mene launin ruwan?,Shuɗi.,2230,2345970
4638,What is the cat doing?,Laying down.,Me magen takeyi?,Kwanciya a ƙasa.,1621,2360253
4639,When represent the picture taken?,During daytime.,Lokacin wakiltar hoton?,Da rana.,860,2375027
4640,What is the zebra looking at?,The camera.,Me jakin dawa yake kalla?,Kamara.,1401,2370153
4641,What is sitting on top of the laptop keyboard?,A cell phone.,Me yake kan madannun kwamfutar tafi da gidan?,Wayar hannu.,2549,2332363
4642,What form of car exist in the driveway?,Suburban.,Wane irin motar ke wanzu a hanyar mota?,Bayan gari.,693,2366911
4643,What kind of the cheese is in the container?,Laughing Cow.,Wana irin cukwi ne a robar?,Laughing Cow.,1652,2394894
4644,What is the dog sitting on?,Rug.,Akan me karen yake zaune?,Kilishi.,1502,2353595
4645,How many bushes are visible?,One.,Da yawa bushes ake iya gani?,Ɗaya.,2716,2326477
4646,How many boys?,One.,Yara maza?,Ɗaya.,2716,2350766
4647,When was the photo taken?,Daytime.,Yaushe aka ɗauka hoton?,Da rana.,860,2341074
4648,Who is in the doorway?,An orange cat.,Mene tsakiyar kofar shiga?,Mage kalar lemon zaki.,1737,2388642
4649,What is the principal focus of the picture?,A pizza.,Mene ne babban labarin hoton?,Fizza.,1094,2340548
4650,What is the weather like?,Clear.,Yaya yanayi yake?,A bayyane.,85,2398225
4651,What color live the dog?,Tan.,Wane launi ne kare?,Tan.,2353,2357732
4652,What is decorating the plate?,Red stripes.,Menene ado farantin?,Jajayen ratsi.,1324,2390724
4653,Where is this scene?,On the water.,Ina ne wurin nan?,Akan ruwa.,519,2417150
4654,What is on the side of the vehicle that is shiny?,A mirror.,Menene gefen abin hawa wanda yake da haske?,Madubi.,1732,2391973
4655,What is black?,Bear.,Menene baki?,Dabbar beya.,874,2332160
4656,What animal is shown?,Giraffe.,Abin da aka nuna dabba?,Raƙumin dawa.,2029,2375491
4657,What material constitute the fence puddle of?,Wire.,Wane abu ne ya zama shinge puddle?,Waya.,2547,2418537
4658,What distort is the taxi?,Yellow.,Abin da karkatarwa shine taksi?,Rawaya.,2025,2358156
4659,Why play with a Frisbee?,Fun and exercise.,Meyasa wasa da Frisbee?,Nishaɗi da motsa jiki.,1960,2320105
4660,What is dangling on the cross?,Jesus.,Me ke tattarawa a kan gicciye?,Yesu.,2651,2368090
4661,What is tihe girl holding?,A cell phone.,Menene yarinyar take rike?,Wayar salula.,2551,2411204
4662,What is on the building?,Windows.,Me ke kan ginin?,Taga.,2331,2402563
4663,What is the man in the white shirt holding?,A tennis racket.,Me mutumin cikin farar riga yake riƙe da shi?,Raket ɗin tanis.,1999,2349360
4664,What is on the other side of the lake?,The trees.,Mene a ɗayan gefen tafkin?,Bishiyu.,758,2367980
4665,What is the picture showing?,A man on a motorcycle.,Menene hoton da yake nuna?,Mutumi a kan babur.,1899,2341155
4666,What is in the middle?,Bed.,Menene a tsakiya?,Gado.,1126,2390397
4667,What is the fag made of?,Dirt and grass.,Me aka yi?,Datti da ciyawa.,930,2391171
4668,What is in a square?,Trees.,Menene a filin gari?,Bishiyoyi.,756,2388459
4669,What is a woman looking at?,Cell phone.,Me mata take kallo?,Wayar hannu.,2549,2360055
4670,What is two story?,A green house is.,Menene labarin biyu?,Koren gida ne.,1534,2390215
4671,Why are people standing here?,To catch a train.,Me yasa mutane suke tsaye a nan?,Dan kama jirgin ƙasa.,911,2408450
4672,How many pieces of canvas are shown?,One.,Nawa ake nuna zane-zane?,Ɗaya.,2716,2381252
4673,Where is the taken?,On the street.,Ina aka dauki?,A kan titin.,301,2407576
4674,Where was the envision taken?,At a baseball game.,A ina aka dauki hoton?,A wajan wasan basbal.,376,2419383
4675,Where was the picture taken?,Road.,A ina aka dauki hoton?,Kan hanya.,1421,2319780
4676,How many planes are in the air?,Zero.,Jiragen sama nawa ne a sama.?,Babu.,640,2385089
4677,What is in the background?,The green pole.,Menene a bango?,Koren turke.,1537,2368636
4678,why live the train stopped?,To refuel.,Me yasa jirgin ya tsaya?,Ya zuba mai.,2578,2418845
4679,How many pizzas are there?,One.,Fizza nawa ce a wajan?,Ɗaya.,2716,2340548
4680,How many buses live pictured?,Two.,Guda nawa ne ake amfani da hoto?,Biyu.,761,2380749
4681,When was the photo taken?,Daytime.,Yaushe aka ɗauka hoton?,Da rana.,860,2365410
4682,What set the woman have on her eyes?,Glasses.,Me Matar ta saita a idanun ta?,Tabarau.,2319,2386905
4683,Where is the door?,On the left.,Ina ƙofar?,A hagu.,215,2385305
4684,What color is the door?,Brown.,Menene launin ƙofar?,Ruwan ƙasa.,2105,2401010
4685,Who be in the photo?,Nobody.,Wanene ya kasance a cikin hoto?,Babu kowa.,638,2373415
4686,When was this picture taken?,Daytime.,Da yaushe aka ɗauki wannan hoton ?,Da rana.,860,2353265
4687,What is behind the Tree on the left?,A car.,Menene a bayan itacen a hagu?,Mota.,1858,2370738
4688,Where is the picture taken?,In a restaurant.,Ina hoton da aka dauki hoton?,A gurin cin abinci.,209,2378710
4689,What is in the sky?,Plane.,Menene a sararin samaniya?,Jirgin sama.,1374,2393964
4690,How many skateboards comprise there?,1,Nawa skateboards ya ƙunshi a can?,1,8,2418720
4691,What live to the right of the water?,Building.,Me ke rayuwa da dama ga ruwan?,Gini.,1183,2398038
4692,What constitute the person doing?,Skateboarding.,Me mutum ya yi?,Sulun allo me taya.,2261,2391500
4693,Where are the men?,A field.,Ina mazan?,A filin.,164,2347209
4694,What is laying on the pillow?,A dog.,Menene kwanciya a kan matashin kai?,Kare.,1458,2334302
4695,What distort is the bike?,Purple.,Abin da karkatarwa shine keke?,Shunayya.,2214,2418114
4696,Where was the picture taken?,At the water.,A ina aka dauki hoton?,A wajan ruwa.,375,2418837
4697,What is the color of the tops of the waves?,White.,Wani launi ne saman igiyar ruwan?,Fari.,1039,2343526
4698,What discolour is the man's shirt?,The man's shirt is white.,Wane irin tsari ne rigar mutum?,Rigar mutumin fara ce.,2042,2328427
4699,What is in the sky?,Clouds.,Mene a sararin samaniya?,Hadari.,1214,2404890
4700,Who is in the room?,No one.,Waye a cikin ɗakin?,Ba kowa.,607,2331422
4701,Where is a window?,On the plane.,Ina tagar take?,A jikin jirgin sama.,241,2401318
4702,Where is the teapot positioned?,Back right burner.,Ina tukunyar shayin take?,Akan murhun baya na dama.,515,2374875
4703,What is the serviceman holding?,An umbrella.,Mene ne mai taimakon sabis?,Lema.,1677,2418025
4704,Who is wearing the yellow coat?,The man on the left.,Wake sanye rawayar riga?,Mutumin dake gefen hagu.,1912,2401685
4705,When was the photo taken?,At early night.,Yaushe aka ɗauki hoton?,Da farko dare.,846,2406164
4706,How many boxcars are between the front and the reddish ones?,2,Dambe dambe ne tsakanin gaba da masu launin shuɗi?,2,20,2380140
4707,Where is the fruit?,On the rocks.,Ina 'ya'yan itacen?,A kan dutsen.,267,2339344
4708,Where was the photo taken?,At a baseball field.,Ina aka dauki hoton?,A filin baseball.,154,2336292
4709,Where is the figure 5?,On red shirt.,Ina adadi na 5?,A jikin jar rigar.,240,2393748
4710,What is the standing man doing?,Watching the boy.,Mene ne mutumin tsaye yake?,Kallon yaro.,1399,2418715
4711,What case of plant is ring the road?,Trees.,Wane irin yanayi ne na shuka ne yake zing hanya?,Bishiyu.,758,2376409
4712,What are they standing by?,A sidewalk.,Me suke tsaye?,Gefen hanya.,1157,2370738
4713,What is the bird standing on?,Black net.,Akan me tsuntsun yake tsaye?,Bakin kwando.,648,2407575
